"Nid","Accordion Section"
"1547","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they cost?</h3>
<div>
<p>Cards start at $20 each. Larger orders receive a price break.</p></div>
<h3>What is the card size?</h3>
<div>
<p>Each card and coupon booklet is 8.5” x 6” in size.</p></div>
</div>"
"1547","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>Yes. The minimum order is 10 cards.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor orders 60 scratch cards, 1 for each participant:<br />
</p><blockquote>The card order is between 25-99 so the cost is $15 / card
<p>Each card brings in $100 so the net profit is $85</p>
<p>60 cards x $85.00 / card = <strong>$5,100.00 profit</strong></p></blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ found on the top right.</p></div>
<h3>Do you take back unsold cards?</h3>
<div>
<p>Because we personalize your scratch cards for your group, we don’t take back returns.</p></div>
</div>"
"1547","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>Where do orders ship to?</h3>
<div>
<p>Scratch cards are mailed out of our Florida warehouse to all lower 48 states.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"1545",""
"1525","<h2>Questions about Smart Smencils?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Smart Smencils</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Smart Smencils</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Smart Smencils</i> at a discounted price and then sell it at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>Smart Smencils</i> deliver within 4-7 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their smencil allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>Smart Smencils</i> come 6 inner buckets of 50 to the case, consider issuing 25 to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 12. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns.</p>
<p><strong>TIP</strong>: Consider issuing unsold smencils to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Smart Smencils</i> fundraiser.</p></div>
</div>"
"1525","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling <i>Smart Smencils</i> for $1 each.</p></div>
<h3>How many smencils are in a case?</h3>
<div>
<p>300. There are 6 inner buckets of 50.</p></div>
<h3>Are smencils individually packaged?</h3>
<div>
<p>Yes. Each smencil is a No.2 graphite pencil that is packaged in its own recyclable plastic freshness tube.</p></div>
<h3>How long do smencils stay fresh?</h3>
<div>
<p>Scents are guaranteed to last for 2 years.</p></div>
<h3>How are smencils made?</h3>
<div>
<p>Smencils are fragrant pencils made from 100% recycled newspapers. Rolled newspaper sheets form around each core until the right pencil thickness results. Then they're hardened. This allows each smencil to be sharpened just like wooden pencils. Finally, we soak them with our gourmet liquid scents.</p></div>
</div>"
"1525","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 55 participants wants everyone to sell 25 smencils:<br />
</p><blockquote>55 participants x 25 smencils / participant = 1,375 smencils
<p>1,375 smencils ÷ 300 smencils / case = 4.6 cases (Round up)</p>
<p>5 cases x 300 smencils / case = 1,500 smencils</p>
<p>1,500 smencils x $1.00 / smencil = $1,500.00 retail</p>
<p>$1,500.00 x 40% profit = <strong>$600.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 5 cases (Volume discounts apply).</p>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"1525","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>Orders deliver within 4-7 business days. Time to ship is dependent on your location from our warehouse.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Smart Smencils</i> ship out of our California warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"1523","<h2>Questions about Mechanical Smencils?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Mechanical Smencils</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Mechanical Smencils</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Mechanical Smencils</i> at a discounted price and then sell it at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>Mechanical Smencils</i> deliver within 4-7 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their smencil allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>Mechanical Smencils</i> come 10 inner buckets of 30 to the case, consider issuing 30 to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 10. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns.</p>
<p><strong>TIP</strong>: Consider issuing unsold smencils to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Mechanical Smencils</i> fundraiser.</p></div>
</div>"
"1523","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling <i>Mechanical Smencils</i> for $1 each.</p></div>
<h3>How many smencils are in a case?</h3>
<div>
<p>300. There are 10 inner buckets of 30. Each bucket contains 6 each of the 5 scents.</p></div>
<h3>Are smencils individually packaged?</h3>
<div>
<p>Yes. Each smencil is a clickable No.2 graphite pencil that is packaged in its own recyclable plastic freshness tube.</p></div>
<h3>How long do smencils stay fresh?</h3>
<div>
<p>Scents are guaranteed to last for 2 years.</p></div>
</div>"
"1523","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 75 participants wants everyone to sell 30 smencils:<br />
</p><blockquote>75 participants x 30 smencils / participant = 2,250 smencils
<p>2,250 smencils ÷ 300 smencils / case = 7.5 cases (Round up)</p>
<p>8 cases x 300 smencils / case = 2,400 smencils</p>
<p>2,400 smencils x $1.00 / smencil = $2,400.00 retail</p>
<p>$2,400.00 x 40% profit = <strong>$960.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 8 cases (Volume discounts apply).</p>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"1523","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>Orders deliver within 4-7 business days. Time to ship is dependent on your location from our warehouse.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Mechanical Smencils</i> ship out of our California warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"1520","<h2>Discount Card Fundraiser Questions?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Groups profit when their participants sell discount cards to friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since discount cards are ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order discount cards without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of your cards. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your cards up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your cards will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order discount cards at a reduced price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Card Pricing' table at the top of the page.</p></div>
<h3>Can we customize the front?</h3>
<div>
<p>The design options for the front of your card are endless. For example, we can put a picture of your group, team or schedule, school logo or a special cause.</p>
<p>You'll be able to upload your image when you complete your design form. Your card should include your group name, logo, and any other relevant information.</p></div>
<h3>Can we see our card before it prints?</h3>
<div>
<p>Yes, we’ll ask you to review and approve your card before it goes to print. This gives you the opportunity to check your design, grammar and spelling. If necessary, we can remove a business, but new ones cannot be added.</p></div>
<h3>How soon can we start?</h3>
<div>
<p>Building and shipping your customized discount card takes about 30 days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their discount card allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How many cards should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many cards you want them to sell. Consider asking each participant to sell 5-10 cards.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our discount card fundraiser.</p></div>
<h3>How often can cards be used?</h3>
<div>
<p>Each merchant on your card will honor their discount one time each day.</p>
<p>Cards are not valid with any other coupons, discounts, offers or promotions. You may not use them for alcohol, tax or tip, and are non-transferable.</p></div>
<h3>Do discount cards expire?</h3>
<div>
<p>Yes, after you receive your cards, they’ll expire on the first day of the 13<sup>th</sup> month.</p>
<p>For example, if you receive your cards in August, they'll expire on September 1<sup>st</sup> of the following year. We’ll put the date the card expires on your card.</p></div>
<h3>How do businesses get placed?</h3>
<div>
<p>We do the work of contacting and securing the merchants for your discount card. We contract with local, regional and national businesses from around the country.</p>
<p>You choose the merchants. So we can build a card that is well-designed and easy for potential buyers to read, we limit each card to 12 merchants.</p>
<p>We ask that you provide at least 36 businesses when you complete your design form. Occasionally, we need to contact additional merchants.</p>
<p>We recommend that you select well-known businesses. 80% of a typical card are eating establishments.</p></div>
<h3>How do businesses benefit?</h3>
<div>
<p>The benefits for businesses include free advertising, valuable publicity, and increased foot traffic. There's no cost to them for being on your card.</p>
<p>This is also an opportunity to give back and support the cause of a local school or organization.</p>
<p>Merchants must sign an agreement stating they'll honor their discount. We'll send the merchant a copy of the finished card so they can forward it to their employees.</p></div>
</div>"
"1520","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do the cards sell for?</h3>
<div>
<p>Cards typically sell for $10. Some groups may request a higher price but we don't recommend selling them for over $20. If you’re interested in increasing your profit even more, we'll put whatever price you want on your card.</p></div>
<h3>What is the card size?</h3>
<div>
<p>375” x 2.125” (credit card size)</p></div>
<h3>What types of discounts are there?</h3>
<div>
<p>We'll ask merchants to provide a “buy one get one free” offer, a percentage off, or a dollar discount. But at the end of the day, it's up to the merchant to decide which offer works best for them.</p>
<p><strong>Will our card be valid at multiple locations?</strong></p>
<p>For businesses with more than one location, cards are only valid at the address listed on the back of the card.</p></div>
<h3>What is the quality of the card?</h3>
<div>
<p>We produce all cards to the following standards:
</p><ul>
<li>Full layout front & back</li>
<li>Typesetting front & back</li>
<li>Image placement</li>
<li>30 mil plastic (credit card thickness)</li>
<li>4 color prints on both sides of card</li>
<li>All colors are available except royal blue</li>
</ul>
</div>
</div>"
"1520","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>Yes. The minimum order is 250 cards.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor decides to order 600 cards. The group has 75 members which means that each participant will need to sell 8 discount cards:<br />
</p><blockquote>75 participants x 8 discount cards / participant = 600 cards
<p>600 cards x $10.00 / card = $6,000.00 gross sales</p>
</blockquote>
<p>The card order is between 500-999 so the profit is 50%:<br />
</p><blockquote>$6,000.00 x 50% profit = <strong>$3,000.00 profit</strong></blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ found on the top right.</p></div>
<h3>Can we order more cards?</h3>
<div>
<p>Yes, you can order extra cards at the same rate as your initial order. For example, if your initial order was for 500 cards, you received 50% profit. So on any reorders, you’ll receive the same profit.</p>
<p>The smallest reorder quantity is 100 cards. Since your card is already in our system, printing usually takes about 3-5 business days. This does not include the time needed to ship your order.</p></div>
<h3>Do you take back unsold cards?</h3>
<div>
<p>We don't take back unsold cards since we build the card exclusively for your organization.</p></div>
</div>"
"1520","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>Where do orders ship to?</h3>
<div>
<p>Discount cards ship out of our Ohio warehouse to all lower 48 states.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"1517","<h2>Questions about Smencils?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>Smencils</i> to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>Smencils</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>Smencils</i> at a discounted price and then sell it at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>Smencils</i> deliver within 4-7 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their smencil allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How many scented pencils should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>Smencils</i> come 10 inner buckets of 50 to the case, consider issuing 25 to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 20. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns.</p>
<p><strong>TIP</strong>: Consider issuing unsold smencils to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>Smencils</i> fundraiser.</p></div>
</div>"
"1517","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do smelly pencils sell for?</h3>
<div>
<p>We suggest selling <i>Smencils</i> for $1 each.</p></div>
<h3>How many smencils are in a case?</h3>
<div>
<p>500. There are 10 inner buckets of 50. Each bucket contains 5 each of the 10 scents.</p></div>
<h3>Are smencils individually packaged?</h3>
<div>
<p>Yes. Each smencil is a No.2 graphite pencil that is packaged in its own recyclable plastic freshness tube.</p></div>
<h3>Can scents be mixed in a case?</h3>
<div>
<p>No. All scents are preselected and cases cannot be broken up.</p></div>
<h3>How long do scented pencils stay fresh?</h3>
<div>
<p>Scents are guaranteed to last for 2 years.</p></div>
<h3>How are smencils made?</h3>
<div>
<p>Smencils are smelly pencils of typical thickness to wood pencils only they're made from 100% recycled newspapers. Rolled newspaper sheets form around each core until the right pencil thickness results. Then they're hardened. This allows each smencil to be sharpened just like wooden pencils. Finally, we soak them with our gourmet liquid scents.</p></div>
</div>"
"1517","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 55 participants wants everyone to sell 25 smencils:<br />
</p><blockquote>55 participants x 25 smencils / participant = 1,375 smencils
<p>1,375 smencils ÷ 500 smencils / case = 2.75 cases (Round up)</p>
<p>3 cases x 500 smencils / case = 1,500 smencils</p>
<p>1,500 smencils x $1.00 / smencil = $1,500.00 retail</p>
<p>$1,500.00 x 40% profit = <strong>$600.00 profit</strong></p></blockquote>
<p>The profit would be 40% because you would need to order 3 cases (Volume discounts apply).</p>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"1517","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>Orders deliver within 4-7 business days. Time to ship is dependent on your location from our warehouse.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>Smencils</i> ship out of our California warehouse to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
"1502","<h2>Questions about $2 Chocolatiers?</h2>
<h3>How it Works</h3>
<div class=""accordion1"">
<h3>How do we raise money?</h3>
<div>
<p>Your group profits when your participants sell <i>$2 Chocolatiers</i> candy bars to their friends and family.</p></div>
<h3>How do we pay?</h3>
<div>
<p>Since product is ordered up front, you have the following payment options:
</p><ul>
<li><strong>Purchase order</strong>: If you’re a public school, you can order <i>$2 Chocolatiers</i> without having to pay up front.  A purchase order is a legally binding document between us and your group. Payment is due within 15 days of receipt of product. This gives you time to collect enough money to pay your bill. You then keep the rest as profit. <a title=""Opens in new window"" href=""/contact/purchase-order-form"" target=""_blank"">Go to purchase order form</a></li>
<li><strong>Credit card</strong>: Use our secure checkout process to pay for your product up front. We accept VISA, MasterCard, American Express, or Discover. Select our 'Add to cart' button at the top of the page to get started.</li>
<li><strong>Check</strong>: Mail in your payment. Your product will ship once your  check clears. We accept a personal check, money order, or cashier’s check. Submit our <a title=""Opens in new window"" href=""/contact/payment-form"" target=""_blank"">payment form</a> and we’ll email you an invoice along with our mailing address.</li>
</ul>
<p>Order <i>$2 Chocolatiers</i> at a discounted price and then sell them at full retail. The difference is your profit.</p></div>
<h3>Do you offer pricing discounts?</h3>
<div>
<p>Yes we offer volume discounts. For more information see our 'Case Pricing' table at the top of the page.</p></div>
<h3>How soon can we start?</h3>
<div>
<p><i>$2 Chocolatiers</i> orders deliver within 3-7 business days.</p></div>
<h3>How long is the fundraiser?</h3>
<div>
<p>We recommend giving your sellers 1 week to sell their product allocation and turn in the money.</p>
<p><strong>TIP</strong>: To ensure timely and accurate money turn-in, use a <a title=""Opens in new window"" href=""/resources/fundraiser-sales-tracking-sheet"" target=""_blank"">tracking sheet</a>.</p></div>
<h3>How much should I order?</h3>
<div>
<p>The size of your order depends on the number of participants in your group and how many items you want them to sell. Since <i>$2 Chocolatiers</i> orders ship 4 inner carriers to the case, consider issuing 1 carrier to each seller.</p>
<p>To determine how many cases to order, divide the number of participants in your group by 4. Round up to the next case number if needed.</p>
<p>You can also use our ‘Profit Calculator’ at the top of the page.</p></div>
<h3>Do you take back unsold product?</h3>
<div>
<p>We do not accept returns. Our goal is to maintain the same high level of product freshness for every customer. The USDA also has very strict guidelines that we must adhere to.</p>
<p><strong>TIP</strong>: Consider issuing unsold candy bars to participants who volunteer to sell them in exchange for a portion of the profit.</p></div>
<h3>Can participants earn prizes?</h3>
<div>
<p>We don’t offer any prize programs with our <i>$2 Chocolatiers</i> candy bar fundraiser.</p></div>
</div>"
"1502","<h3>Product Information</h3>
<div class=""accordion1"">
<h3>How much do they sell for?</h3>
<div>
<p>We suggest selling our candy bars for $2.00 each.</p></div>
<h3>How many units per case?</h3>
<div>
<p>120. Each case contains 4 inner carriers of 30.</p></div>
<h3>What size are the candy bars?</h3>
<div>
<p>2.25 oz each.</p></div>
<h3>How long do they stay fresh?</h3>
<div>
<p>Unopened, candy bars have a 18 month shelf life.</p></div>
<h3>Why peanut-free candy bars?</h3>
<div>
<p>Unfortunately,  peanut and nut allergies are common. Severe allergic reactions and the potential life-threatening risks are all too common. In response, school districts across the country are starting to enforce peanut-free policies.</p>
<p>Those who are allergic should avoid foods containing peanut and peanut byproducts.  This includes anything with a warning that it “may contain” or “may contain traces of” peanut. Only products manufactured in a peanut-free facility can carry a “peanut free” label.</p></div>
</div>"
"1502","<h3>Making Sales</h3>
<div class=""accordion1"">
<h3>Is there a minimum order?</h3>
<div>
<p>There is a 1 case minimum order requirement.</p></div>
<h3>How much money can we make?</h3>
<div>
<p>Estimating your profit is easy. Consider the following example.</p>
<p>A sponsor with 27 participants wants everyone to sell 1 inner carrier each (30 units):<br />
</p><blockquote>27 participants x 1 carrier / participant = 27 carriers
<p>27 carriers x 30 units / carrier = 810 units</p>
<p>810 units  x $2.00 / unit = $1,620.00 gross sales</p>
<p>$1,620.00 x 50% profit = <strong>$810.00 profit</strong></p></blockquote>
<p>The profit would be 50% because you would need to order 7 cases (Volume discounts apply):<br />
</p><blockquote>27 participants x 1 carrier / participant = 27 carriers
<p>27 carriers ÷ 4 carriers / case = 6.75 cases (Round up)</p>
</blockquote>
<p><strong>QUICK TIP:</strong> Enter your group size and participant goal into our ‘Profit Calculator’ located in the top right sidebar.</p></div>
</div>"
"1502","<h3>Shipping</h3>
<div class=""accordion1"">
<h3>How soon do we receive our order?</h3>
<div>
<p>3-7 business days.</p></div>
<h3>Where do orders ship to?</h3>
<div>
<p><i>$2 Chocolatiers</i> ship out of various warehouses around the country to all lower 48 states.</p></div>
<h3>How is our order packed?</h3>
<div>
<p>Orders ship by the case.</p></div>
<h3>Is there a shipping fee?</h3>
<div>
<p>All orders ship for free. You also receive free shipping on any reorders.</p></div>
</div>"
